song,spectrogram hash,mfcc hash,mel spectrogram hash,Chroma_stft hash
Group03_Song04_Vocals.mp3,8cca844a944a945b945b9659944994db94cb9ccb94cb9adb944b79d595cb79b6,9ccb94cb965b9659965994c994cba48ae724e124e934eb24e9a4e9a4eb356b35,9c4b944b944b944b944a944a94eaa4aaa5aa6da66da669a669a67ba573b573b5,850b9c7863a478f4850b9c5b63a47af4850b950b63f56af47af4950b9c5b62f4
group04_song1_full.mp3,b337bbf5b33fccecc51b4cc8c59968c8838839d083885931c3883939c7d83bbb,831f831bc409c408c489c400baa6b8f6b9ffb9ffbbf6b8f6b8e638e668e04cc0,a317939b9309831db315939f93aeb3ae133655dc49a84ce84cf46ce46ce06ce9,931b931b6ce46ce4931b931b6ce46ce4931b931b6ce46ce46ce4931b931b6ce4
group04_song1_music.mp3,933fdce5973ffce5871f6ce0871a6ce0830878c0838878d1838879d1cbcc79d9,831f831bc6098300820086009c66d8fffdffddffdcf7fcf578e27ce06c4068c0,831b830b838f838d939f939f933f93bf13ba13f813f87ce04ce06ce06ce06ce0,839b839b7c647c64839b839b7c647c64839b839b7c647c647c64839b839b7c64
group04_song1_vocals.mp3,bb26b3d5bbe691d590e84cc954f94cc998f89999b33a91399138552955396639,938499c4b371e271daf3ccc89cce9846b315f731a719cc8ecc8ec48b4c79c43b,bb16b312917ab159b1149512b6aabaaa9b4655956daa4dab6d95669446ab4ce9,e5b0cf384e3d4e7d97b0e5b86f0d4e3d80f295f2e52c6e0d684d91f211c2680d
group04_song2_full.mp3,931a93009310c644e6a4cc64e6e56c63e83b6c63f93b64e7cd19469fcf4d079f,b330b1b1f4c5e4c5e4e6c6b0b33290008b0889048f089bf8bb3a3bbb6fff4cef,9133b1b1f48dd9499900bb90a3baab3a6f3a6e7c4e5c0e5e364d314879a86f8c,bad3bbc0452447a4bad3bad345244524bad3bad347e4452c452cbadbbadb452c
group04_song2_music.mp3,b3b1b3b5b3b1b365b3f1c143e35b4d4abb9b480abbba460abb384e0c9e184c0c,b331b319ed5ce74fe2c5e257c753b96592a792a792a69cbcdc1a4c484c4a4c48,b331b331b333b3b3b331b331933193b393b1b211244d6c4c6ccd6cce6cca4cce,be3cbe3c41c341c3be3cbe3c41c341c3be3cbe3c41c341c341c3be3cbe3c41c3
group04_song2_vocals.mp3,991a9b189918821cb6bce6a4f4b5e4e5f431607791396c7fc9494ecf45454acf,9018901890199424b434a6bcb2b998028b4ac94bcb4beffabfe766e766e74fe7,913b90b9d4adc94dd940aba0abbaab3a6f3e6e3c4e7e165c364c13483b087f84,f001ff001ffe1ff8f001f0011ffe1ffef001e0011f981ffe0ffee001e0010ffe
group04_song3_full.mp3,9e1ff81e9e1f9c089e1f85c0df1045e0fc1e60e0fc3670e0fc6670e0f46631f9,8e0f8e1e9e1f9f1f8f1b8f0b8b09b818f064f0e4f0e4f0f0f0f071f061e171e1,9f1b9f1b9e1efc6674e670a4aba061e8676263e063e071f170c957c307470d25,f8f0f8f0070f070ff8f0f8f0070f070ff8f0f8f0070f070f070ff8f0f8f0070f
group04_song3_music.mp3,8e0ffe0f8e0fbc089e0e8c0efe1e8f06be1ec3028e1f43838f1f60c19f1f78c1,8e1f8e0efe1ef60ef026f066e0648ce48dc189f189d983d9d1f071f071f171f0,8f0f8f0f8e0f8e1b8f1a87d007d003d003d043e043e14be34be7786ff86f786f,b422f0a079d979d9b422b42279d979d9b422b42279d94bdd4bddb42286264bdd
group04_song3_vocals.mp3,9e1fb81e9e199e0c9f198f849f0887e4dc4e6064fc667064f4667360746673d9,9c079c1e9f1c9f1d8f198f898189f1b8f22ef2e8f228f066f1e261e141e361e3,9f199f199c1ef466746678a6f9a1e8296262636273e070d172d957ca07e207b5,f070f07007070707f070f07007070707f070f070070707070707f070f0700707
group04_song4_full.mp3,805f801f806d809fff607d92ffe07c93844a7c93845e7c91c4267ec17fa67e44,801f804ff500ff20d7709bc18079805faa44e40ea0b6aadf80df7edd7f917fb0,806f806f812ec40ee40ea04d8add8add1ac17ef17e357f347d307fb07f807f80,ff6dffe00590ffd0ff6dff6d05900490ff6dff6d009000920012fb6dd22d0092
group04_song4_music.mp3,814e807f814c807fb66ce67ebf4cf676874c80b7816e80b3807fd0f380ff38b1,803f8040a6c4fe40a642f744ff60f48680bb88bb80bbd9b3dbb37f917f807f83,805f807f806f807f807f803f803f803f803f801f01bf7fbb7fa27fa07f807f80,88f9ffc07f047f0088f9a8f97f047f0488f980fb7f047f04570680fb80fb7704
group04_song4_vocals.mp3,807f805f806f810fc1aa818ed1aac59a847bc49b845ff4d37f067f807fa27fc4,8001800bc1bed5be91bf818980c98a49ee7eff4efe44ae41a8d17f997f807f91,806f802f852ee40e640ee94f8acd8acd3ac17ee17ef47f347d3432b46bb06782,ffffffff00000000ffffffff00000000ffffffff000000000000ffffffff0000
Group05_Song1_Full.mp3,a0a9c429a0a9d40ba081d44aa4c1dd6a84c1df5ec5d55f1ed5d55b1eded57b1e,80818480a4c2ffd6f5e29438802980c1a04daa3d8247c36bff7bdb7a5f7e7f5e,a089e0c1c0c1c0c1d0c5d485d41d941c953c5f3c5f945fd45f945f951fbd3fbd,d5c4d5852f392739d4c4d4c42d392d39d5c4d4c4262f2f3b2b3bd0c4d8c62b3b
Group05_Song1_Music.mp3,aab5aa9daab5b099aa95d599a291d599b691d59b9491d50bd591d50bd591c10b,b1a1b1b196b996bdd49caad6aad6aa54aa46aa468a66c962c94ad54ad56ad56a,aa95aa95a294b490b5b5d5a5c5a5c5a555a555a455a6559656d65656565e534d,d532d7492a4d2a4dd532d5222a4d2acdd532d5322acd2acd2addd532d5b22add
Group05_Song1_Vocals.mp3,c429d429c40bd40bd44bd40bc44bd42ac44bcd9bc1cfcb9dc28d6b9dcadd3b9e,8023900ba04fe047f062d538d420d442eaaaabbeefd5afb4bfb8bf542bd42bd4,c44bc44bc0c3c0c1d0c5d685969d961c961c1f1c1b944b954fb50fb51fbd3fbd,c0d388ab3f2c372ce0c7c0c71d3c1d3cd155c0c776653f2c1f38c0d3c8d33fb8
Group05_Song2_Full.mp3,b00bf00bb00bf00bb009f241b8213ff4aeb40ff48eb42ff68eb42ef68eb40ff6,8003a421bff4fe74fb74f143f00b800b8ea98c3b800b848bc1cb59de5ff47ff4,a003a003a401acb3aca3a423a403a443e443e5e6f5fe7dee75ce53ce53de5bde,8ff483d1724b700fadb48db4524b524b8fb48db42c3c724b524b8fb48ff0724b
Group05_Song2_Music.mp3,ff32bf32ff32bb32bf32bb22bf32bb22bf329b22af331221a4131209a49b0009,8405c481b631bb33bf32bf7afffedffacfdbc249c0cdc08dc0cd8005804dc00d,b73ab73ab73aa73aa73b863b843b84ff84eec1cec98e49866986498458c458c4,8000800000000000800080000000000080008000000000000000800080000000
Group05_Song2_Vocals.mp3,8004f004a004f004a004fa7ca044bf7fa458af7fa4582f7fa7586f7f8f596fff,80018000a004ac4acc4bd0c9d085c005aeb4cfb6cf9bc732fbb6dbbb5ffb7ffb,a044a044a444a454a454a445f005f005f655f6f5d6f557a55ba55baf5baf5fbb,844184417bbe7bbe844184417bbe7bbe844184417bbe7bbe7bbe844184417bbe
Group05_Song3_Full.mp3,801b801b801b800a800c7fc0fc047fc4fc047ff1fc0077fbf0505fbfff507fef,80008000a4008204800d800d80ef827f83fb86fb83fbffff7fff7fe47ff47ff0,800d800c80048410fe10fe80fca87ca87db07fd17ff27ff703ef07ef01ff297b,800080007fff7fff800080007fff7fff800080007fff7fff7fff800080007fff
Group05_Song3_Music.mp3,800187a18001bfa58001fff58000ffff80007ffe80047ffec1067ffef9067fff,800080008000800382319078b7f9bff9ffe2dd86ffa26f767b9e7f1f7d6e691f,8001800180018000aa04fe047e547f547b5e7bee7bef69eb01fb45ff55ff55ff,8b408b4074bf74bf8b408b4074bf74bf8b408b4074bf74bf74bf8b408b4074bf
Group05_Song3_Vocals.mp3,811d801d811f805f81067ee284067fe280277eeb802dfaff803d7fd62ef87fd2,801f8007810487048556809680bb803f83a9ff79fef9fcd9fee27fe07fe07fc0,811781078007800d8239843780a780bb7cab7ef97ff05bd04bf47be87fa97fe9,c4a2c4a23b5d3b5dc4a2c4a23b5d3b5dc4a2c4a23b5d3b5d3b5dc4a2c4a23b5d
Group05_Song4_Full.mp3,a81bffffa811df9fac70db86fce45b84d7e4020497e70200b7ef0010f7af0818,ca1bcc74b7efb7effcf4cb9080108026ffffcb3a891af62941044100738837e6,b479b47db4ff96ef90e6c836c810c9104b004b007f463f57375f378b138b138b,8000800000000000800080000000000080008000000000000000800080000000
Group05_Song4_Music.mp3,fd55fb5aed51d35acdd1935ac5519312d5511312d5571316d556233ec51620ac,c555c5118dd085d988c0bafdba7dbaedee3ee62afe26d42ed127912201ae01aa,c959cd51cd51c551c575c575c475c474c475c564454415ce35ce33ce33ce33ce,d555d5552aaa2aaad555d5552aaa2aaad555d5552aaa2aaa2aaad555d5552aaa
Group05_Song4_Vocals.mp3,a42ecd6e942edd6ed466dd47d466dc46d6664c00b6776c08bbe36c087bd36808,f509d446f676d677fe77a984818c801b8073c9ebc989ab80a2806a886aab7bff,b62e967e967e967fd47bc90ae808e988e9886d893d053d9517850b851b816bd3,f545f5450aba0abaf545f5450aba0abaf545f5450aba0aba0abaf545f5450aba
Group07_Song1_Full.mp3,8ead8eadaaad9eaca8ad9fbea88c1f7e888c1f568050555691587156d1587157,808880088908893e8aaccead8ead86adf6add777d773f773f352f15271527152,8ead8ead8ead8a1d8b589159f159755975517557715771437142795269c27c82,e31ae31a1ce51ce5e31ae31a1ce51ce5e31ae31a1ce51ce51ce5e31ae31a1ce5
Group07_Song1_Music.mp3,aab9b6c9aab9b6c9aab936c9aab936c1a2b936c1a2b936c1a0f976c080f97644,849982f9aaf9e898f916d957dd07d506d626d626d546d706d546d506d706d426,aaa9aaa9aaa9aaa9aaa9aaa9aaa9aaa9b6a9b6a996e9d54a5562554655465556,a011e22a7eee1fd595d1e2006a2a6aae95d595d1ea2a6a2a6aae95d595d56a2e
Group07_Song1_Vocals.mp3,8aa58e2daaad8eacaaac9fbcaa8c9f3eea049f56c8441557c9545553e9505553,c800880489048d068a8786ada6ad86ad96fd977bb77bf5fbf1d2f1d271527153,8ead8ead8e2c8a5c8b5cd35853587751775571557157715371d279d269827888,d351d3512cae2caed351d3512cae2caed351d3512cae2cae2caed351d3512cae
Group07_Song2_Full.mp3,a94aa302a24ad235d6a556b7d4a457bad2846fabc8943fdbc9143dd9c9303ad9,d000d000902090209024b066a606a74faf4bef5bed5bef9bcf9bcfdb6dfa59fc,a24aa04ab040d494cdb44fb64fbe4fb45fb55db12a6b69cb2b59499129d17993,dab5f805324b3249cdb4da95324b324bdeb5cdb41249324b334bcdb4cdb6324b
Group07_Song2_Music.mp3,a94aa952a948edf294a456b1d6a556b1d6a556b9d2a057a9d2121fedd2123be5,d000900196a496acb6adb6aca964a966a94ae94ae95beb5acad3dad3d2d3d6b5,a524a524a52494a292b2d252da53da53da795afb5aa95b5a494a495a6d5e6ddb,8000800000000000800080000000000080008000000000000000800080000000
Group07_Song2_Vocals.mp3,a24ae726b24ac236b25ac736a05ae736a212e71cc094579d51957ed959b53ed9,a202a200a010b851b051a02a868a86aed7afd7addfaddfadcd8ecd9cddf459f5,a24aa24aa240d414c7944fb44fb447b457b555a52aeb6be92bd949d129db79e3,ca95e904326b326bc994c215376b326bca95cd941249376b376bc994ed96366b
Group07_Song3_Full.mp3,81a7c1078187c1078107c335a1078375a187477da8cd6e7daad86ef9ead87ef9,8a80aad1a304810680068007c107d127d13efcd8fed9f75de75de75c7ef87ef8,8107810781058145a955aa516af17af97af978fa78fa7cf87cf856e817a817ac,ecd1b4b113a417a4ecd1ecd113a413a4ecd1ec5113a413ae53aeec5bec5b13ae
Group07_Song3_Music.mp3,b4a3563db4a3563db4a35639b4a31639b4a31639b4a316b9bca316b9b88316b9,8182d8a3bcf1ac93a69ba63ca22dd36dcb44db56db56cb54d34cd944d146d146,94ab94ab94ab94ab94ab94ab94ab94ab9cab88cbc9cbcb4a6b4e6b446b446b54,8000800000000000800080000000000080008000000000000000800080000000
Group07_Song3_Voclas.mp3,810781078107c1078107c3078145c37d8145cb7d815dfa7da95d7efdab5d7efd,810781058104c106d122d122d522d422febafe98bed9aed9aed9aef9bef8bef8,8107810781058145a155aa516ad17af17af978fa7cfa7cfa7cfa56ea17a817a8,c8d1acb4372e3726c8d1c8d13726372ec895c8d16da6372e372ec8d1c8d9372e
Group07_Song4_Full.mp3,88e7c0bfa8a3e1ddf309265cd55922fed4461aa3dc441f02ffc41d406ed83f61,8388e788ff01ff01f389b033803f803f88f7823f8ae680f680fec0f67cd67f81,a0bba0bb80f3d2e4ca64d76cff6c75487bd87a883a89770b2a075e0608575c57,e668e66819971997e668e66819971997e668e668199719971997e668e6681997
Group07_Song4_Music.mp3,aaa517baaaa1179a952207dcd502278ad5422faad5101fe7f5185b67f7185967,85c08500c1009103d806980788a7aae5bafda6fba6f9e2f8efdcf59cf596d55e,aaa18aa383a2852a87a895c8878cb5cca29cf5dc66d475d46ad574537c737d53,8000800000000000800080000000000080008000000000000000800080000000
Group07_Song4_Vocals.mp3,9d76c0bf9d72e27cab99605cead9c07cd8e6c02bdce61f00df441f005e443f21,eba9ef99efd1ffd1eff9a2f3a03a802f800ed0069806800e802fd0765c577e85,a1bba1bb80ffc2fdc2ec436d756855685bd85aa83389372b370f5a060c561c56,ef20db3211961196ef20ef201196119eef21ee21119f11de11dfee61ee6911df
Group08_Song1_Full.mp3,830f837f830b837fa95b85fba94a87ffa842d6bca00056bce08856bcf49856bc,8c008000e800f800b800a002815280ff81ffc0ffc0ff87ffdfff7ff77fef7f81,8b0b8b0b8d0a851a855a955a9556d5565553749174a97ca97aa97aab78ab7cb9,e90ee90e16f116f1e90ee90e16f116f1e90ee90e16f116f116f1e90ee90e16f1
Group08_Song1_Music.mp3,85a985ec81a985eda16985eda14387fda04392fda843d2fca843d2fcea13d2fc,a800a000a800bd40ad40a10481a880bfc0ff80ffc3ffd2bbdebf7fbb7fb37f55,85ad85ad85ad848d808d8d8d8d8dad013d113f113f113f113f117f137f937ed3,ea56ea5615a915a9ea56ea5615a915a9ea56ea5615a915a915a9ea56ea5615a9
Group08_Song1_Vocals.mp3,8b478b578b5b8b5b8b1b8b1b8f1a8f3b8f2a8daa8d2ad5ac85a855ac45a854ac,84bc8f1a8b1bab1b8b838e168e56847cf425f0ecf0e4f705f165f0c5f0e478e1,ab0bab1baf1a855a955ad55ad5525556555254c954ad54a97aa97aaa68aa6ca9,80b99f897b46607685a99f89607662769f8985b9e07c7f466a5680b99f897a46
Group08_Song2_Full.mp3,8a5b94b5885bb4b5885bf4b5885bf5a58a5a77a48a5877a48b5877a48b7077a0,8a748a568b5ae19ee09ba1a5dad38858bca5f527f5adde0194017781758977a9,9ef59ef78ed38a5a8a5a8a799cb594a594a585a549696b4a6b4a610a75a475a4,9a7994b575a575a59a799a7975a575859a798a787485758561828a7a8a5a6586
Group08_Song2_Music.mp3,885eb4b7885eb4b58a7ef4b58a5af4b58a52f7a48a5277a48a5077a48a5277a0,9a748af48af58ab580bf80fd80fe807e801ff00bf50bf788ff007f807f017f21,96f596f79ef79ef38e738e738ef58cf58cb58cb58940494a694a690861046504,9e529e5261ad61ad9e529e5261ad61ad9e529e5261ad61ad61ad9e529e5261ad
Group08_Song2_Vocals.mp3,8e519e318e519e338c5b9c5b8c5b9a5b8a5b9a4a8a4a4bca8b6a4bea8b6a4bea,9c618a708b5aaf5abf02b433981b8a5be4bcf7e4f1e4d08dc08dd18df1ad618c,9ed19e538a5a8a5aca4bca49d82dd4a554a545a54b2d6b4a6b4a75aa75b635b4,90e5b4a535be35a086e19e2d34be61b680e59e6d1fa06192791e9a7fca4b61d2
Group08_Song3_Full.mp3,f410e03cf410e07fe4b0c07fa5b0c63ba5b0c63ba5bac73ba52acf8aaf0a4f8a,a900a402e430d0b4d495d495d495d095db16dbc29bca9b4b9b6bbb6b3b6a1aef,e07de07de07de02baf0baf030f030f830f830f831f831fc21fc01bfa52fc50fc,8e0ac07c71fc70fc8e0a8e0a71fc71fc8e0a8e0a71fc71f571f18e0b8e0371f5
Group08_Song3_Music.mp3,fc10f03efc10e03efc90e07fad90817fa590837fa5d2c37fa502c70fad00c787,a940a540e4fcd4bed69ed29ed292da92da12cb238b218b61ab61af69ab6d076d,f87cf87ced78ad48af01af01af03af032f032f030f010f810f8350ff50ff50fe,87e0e0f8707e707e87e085e0707e707e87e087c0707e783f781f8f808f81783f
Group08_Song3_Vocals.mp3,e175e077e135e03fe035e03fe035e03fe03de03fe03de03ee02bd03ad22a562a,e035e035e03de079e013e135850587c18ff09fc09fc29fc09fca9fc29fca9fc2,e075e075e077e03fe20f1f0f1f801fc01fc01f801fc01fc01fe01ff81bf87af8,f09bd8bd39f86978f025e01a59f819f8e04bd407ab4a1ff40fdae00bd4852f4a
Group08_Song4_Full.mp3,a0918045a091824ca0994b4e804a4a6ec06a4baeda667fafdb6e3fb7db6e37f7,bfd89e5b800380038401801180058008b380fbeafbacff8efbec7ff67ff47fea,a088a0888aaa8a6ada6ad35cd75c5555555555755df67df46ba669a629a669a4,b8c7b8c747384738b8c7b8c747384738b8c7b8c7473847384738b8c7b8c74738
Group08_Song4_Music.mp3,a8aa1f7aa8aa1f7aa4ea1f7aa4e21ffa95511ffa95510efad5550a6ad1550008,9e509c59807381f785e7a5e2a5a2ea80fa88fa18fa1cda2cde15d515df05d555,be7a9e7a9e7a9e7a9e7a9e789ef89ef89eacdaacdaa44aa440a442a440a44084,8000800000000000800080000000000080008000000000000000800080000000
Group08_Song4_Vocals.mp3,a015804da015c24da00dcb4e82084b6e820a4befc22a7fefca2a7fffdb2a3fff,800880088410ac10ac3084148015c10df141fbe3fbe3fbeffbe7fbe67ff77fea,a08880888aaac22ad22ad15c515c55555554555555f75d777be67bf62ba66db5,930c87186cb16eb1930c930c6eb16cf1930c930e6ef56cf16cf7930e934e6cf3
Group09_song1l_vocals.mp3,8c15a495cc15a4a3cd55d5abd16f55ab83ab54afa3ab5825a7ab5a34b4a85a54,8183c10d8e4dda5ddc54dd55d957e156a692ae30aeb2a6a2b2aa36ea34e236ea,8f558f558f95838fc1abd1abd0ab5022542254327836785a586a7aea76ab35bb,daaadaaa25552555daaadaaa25552555daaadaaa255525552555daaadaaa2555
Group09_song1_full.mp3,a494a4938414a4abd968596ad96b596fa3af5d35a3ab5d14f38a5b54fc504b54,a4828100c34dd969d96cd963bc17a69ba680ee10ae90a69326af3cff5b6f5b6c,84d584d58787a38ba1abf1aad02a70225c207c3058747c7c5a787aeb5ebb75bb,ca5aca5a35a535a5ca5aca5a35a535a5ca5aca5a35a535a535a5ca5aca5a35a5
Group09_song1_music.mp3,a4b2b492a4b2b4b281a1e96dc96d696dc96d795d8974595cc974595cc96d5354,a4a0a032c020c021c1a3e3cca693a6d396d292cb96dffd5cfe5c7b1d7b4c5b5d,a4b2a4b2a4b2acb2ac72ac74ac742f742f642f640f644e654a657e4d5c6d7c0f,8d7ce83f7017701f8d7c897c701770178d7c8d7c7017728372838dec8fe07283
Group09_song2_full.mp3,951a8b05b41acb0fe43c646eea657466ca6574e2ca6574eacb6534dacb0734ba,c000824ce24cf068f0b3b092bc929d9f8f9b8faf8f0fcf448fc7474373e170f9,961c821c860eca4ccd4ccdc5fdc369a374a370a330ab6ba971f9697975587d51,8000800000000000800080000000000080008000000000000000800080000000
Group09_song2_music.mp3,b03ccb85b03c8b8fb01c07aeb01847be990a677e8f0b756ac7037572cf237476,8400b44890429040f959ba1cba9cf8bdf8b5ef77ef37cfa3c7ab07c307c30743,b07cb05cb05cb44cbc0ccf06cd87cd87c9874ba749a74ba347b147b315b445b7,8000800000000000800080000000000080008000000000000000800080000000
